"run","MSE","NLPD","Coverage","Width","Time"
1,0.0218166344178482,-0.451014320896946,0.85,0.464862302148157,1.1262122
2,0.057706467656233,0.368457790038644,0.7,0.429792328073759,0.3971128
3,0.0145621361132474,-0.719110284242217,1,0.484336928256401,0.6669986
4,0.0176060779565064,-0.653348987683957,1,0.506152320822472,0.7861118
5,0.0216043742790851,-0.620368737057365,0.96,0.50575626686626,0.3552179
6,0.0262880018297793,-0.564657419821382,1,0.497483610636763,0.3595052
7,0.0422578669301506,-0.413203500718951,0.92,0.467073294013322,0.5743288
8,0.0324380979545562,-0.314363504607778,0.95,0.586658910876317,0.6353335
9,0.0427857440314666,-0.114929441094503,0.75,0.473184465836224,0.5905399
10,0.0515017931686962,-0.508620829818278,0.88,0.483524447720558,0.5532022
11,0.0182682514426951,-0.797496436585255,0.94,0.413112970836739,0.3921808
12,0.0580508090917441,0.111775837253754,0.66,0.496866396657039,0.3400261
13,0.0486486049766185,-0.35695999106944,0.9,0.494113210568674,0.302025
14,0.0311068940848323,-0.430772380982163,0.9,0.54131270148666,1.2313391
15,0.0508989843236869,-0.186369927689842,0.83,0.558989054960452,0.5970102
16,0.0165751482663994,-0.793700862174545,1,0.470602037558208,0.9880681
17,0.00990879975339392,-0.865674305400318,1,0.526341536914331,0.6631473
18,0.0574626736641033,-0.109366652528277,0.86,0.526435819794287,0.4077847
19,0.0594342160025981,0.523814818009085,0.57,0.504960402496798,0.3765796
20,0.015565383022589,-0.661053444222003,1,0.566728111355262,0.6611328
21,0.0410803155841545,-0.385848530896258,0.93,0.488256351454246,0.3514114
22,0.0145648488664179,-0.708262748859064,1,0.458965406830139,0.6092911
23,0.0105297747109896,-0.791389791852117,1,0.393291278183001,0.9269397
24,0.0112381466280282,-0.806422213608904,1,0.499913423627074,0.7872557
25,0.044058832612241,-0.401007578753254,0.99,0.577956925332952,0.7659302
