"run","MSE","NLPD","Coverage","Width","Time"
1,0.119087856836621,1.64207574586812,0.65,0.657588537765996,20.9509807
2,0.08886653086935,0.75401756046376,0.72,0.625931574041687,45.1347172
3,0.12344121088153,2.42912918768987,0.64,0.551601629477342,20.2878208
4,0.0321374256229628,-0.223794367086907,0.9,0.716247504209993,44.9729844
5,0.0758308244154043,1.36602248635454,0.72,0.634350708575529,20.1931793
6,0.0347850019952282,-0.119012504741554,0.88,0.68129080302349,45.0120458
7,0.0409463080332165,-0.0542277017757359,0.86,0.686194400337739,32.8498766
8,0.041577631581529,-0.15264325175687,0.9,0.779669164563283,90.0075609
9,0.0456913791082873,0.0726694470705529,0.83,0.680734208720742,33.3984067
10,0.107511907377796,1.66199064597864,0.59,0.594705677782483,21.5169727
11,0.0470697482737101,-0.0533963405625019,0.87,0.576721018214144,45.2824297
12,0.0520639331778897,-6.91974601939593e-07,0.85,0.632206900525009,61.178183
13,0.0533706358262553,-0.121879866888542,0.86,0.684640133945695,45.6676558
14,0.119700917165139,1.57928213251088,0.71,0.688873400032758,20.7305697
15,0.126953243182797,1.82502310935417,0.69,0.671083485703582,21.3240099
16,0.130269735098684,1.90478405277372,0.61,0.603034142331717,20.5670233
17,0.0784438647856812,0.993514278100999,0.75,0.625747792117223,20.3280463
18,0.134225133830101,1.62454940571638,0.69,0.690284375625543,20.1807593
19,0.137176919272691,2.77515008183852,0.61,0.613625061982906,21.6121806
20,0.0412126512725086,-0.181499694884264,0.9,0.774420298727184,75.6172268
21,0.0457305121690706,-0.0753546339342093,0.85,0.732562470187028,33.2651243
22,0.0688686190024681,1.4133331915868,0.74,0.580968482524751,21.3104407
23,0.075272912057425,2.03813062204742,0.63,0.490728225892517,20.4890713
24,0.103879287149677,2.2966543073786,0.68,0.592777283193375,22.5257358
25,0.0502792368472223,0.0969395955588253,0.84,0.814816769118599,63.0757016
