"run","MSE","NLPD","Coverage","Width","Time"
1,0.509382368669748,3.15412528699231,0.46,0.994157656698208,32.4500000000116
2,0.428104286762031,4.44010250840326,0.33,0.829742738139894,32.460000000021
3,0.651923543934778,5.35236117823213,0.34,0.871263206356319,32.2000000000116
4,0.440565990430303,3.71617550516815,0.4,0.969852011418536,33.5299999999697
5,0.39175363930183,3.42355136516524,0.4,0.948332058402781,31.640000000014
6,0.343606567013487,2.73038220006594,0.43,0.931159978687656,32.4199999999837
7,0.36202258703844,3.0654470527168,0.51,0.922310840440828,31.9199999999837
8,0.383421864207377,2.28654060654566,0.49,1.07667541489958,32.3000000000466
9,0.372029755631249,3.19933978334709,0.46,0.89572132357825,32.5
10,0.48334247671449,5.31813729686946,0.33,0.86805027408715,38.0299999999697
11,0.456769763638471,5.52663536272481,0.35,0.799190892666766,37.6900000000023
12,0.370003138694447,2.22433276044281,0.44,0.897287856433388,37.640000000014
13,0.265590196156465,2.14854530024239,0.49,0.915019287057157,37.3899999999558
14,0.505114847574392,3.73229896478286,0.36,0.957694814174314,36.539999999979
15,0.512882831671563,4.87696223892634,0.32,0.864361527564647,37
16,0.442950988276921,4.36956055292599,0.32,0.843482107498885,37.1600000000326
17,0.324924631467688,2.82156228826383,0.39,0.772642138639106,37.140000000014
18,0.579140343491398,4.08519859850847,0.36,0.992912692771826,36.4699999999721
19,0.5887263387707,3.92393426476741,0.35,0.926995390725338,36.6399999999558
20,0.464873157700528,2.81282266118152,0.47,1.11929972414285,36.5
21,0.40906948069434,3.43896549146715,0.35,0.861744314246219,37.0099999999511
22,0.477859922444672,5.35562674819368,0.35,0.844882541650469,37.1100000000442
23,0.464508717629401,5.91039506363281,0.34,0.796718748437929,36.3999999999651
24,0.491754207354419,5.41012659632348,0.32,0.800156882959015,37.2399999999907
25,0.444903625270345,2.46224450594972,0.67,0.929064250651261,37.1600000000326
