"method","n","mean_cov","sd_cov","ci_lo","ci_hi","t_stat","p_t_gt","p_t_gt_holm","p_w_gt","p_w_gt_holm"
"IP",25,0.9088,0.131095385120911,0.863942250967562,Inf,-1.57137491766017,0.935406363928401,1,0.866015997383375,1
"CGP",25,0.9656,0.0617845719685209,0.944458776600837,Inf,1.2624510863285,0.109458140192401,0.437832560769605,0.00500909657884453,0.0200363863153781
"SR",25,0.4012,0.082981925742899,0.37280554205802,Inf,-33.0674418005395,1,1,0.99999432728039,1
"BF",25,0.3596,0.0325934553757857,0.348447288255048,Inf,-90.5703297169621,1,1,0.999994358357138,1
