"method","n","mean_cov","sd_cov","ci_lo","ci_hi","t_stat","p_t_gt","p_t_gt_holm","p_w_gt","p_w_gt_holm"
"CGP",25,0.76,0.0931844049899624,0.72811449427513,Inf,-10.1948389336427,0.999999999831621,1,0.999994280406699,1
"SR",25,0.84,0.0972967967955095,0.806707330785995,Inf,-5.65280685607714,0.999995975885354,1,0.999989757326909,1
"BF",25,0.9504,0.0908056532748191,0.919328447011529,Inf,0.0220250604215954,0.491305031655637,1,0.107580547445986,0.322741642337958
