"xtrain","ytrain"
0.00781852563826497,11.2371719633837
0.00910269008961745,11.1417893171857
0.0106256778078373,11.0973342605631
0.0147952971392105,11.2739446638481
0.0217759837756784,11.1980914248587
0.0230366574138964,10.8197582842103
0.0280049643918424,11.2883809327404
0.0311018365900736,11.0820656228421
0.0336701654927785,11.1913418408428
0.0358548111142867,11.0020998412042
0.0386110665220677,11.264348714399
0.038736350858785,11.1111933804512
0.0391905065793852,10.9132686274976
0.0395546141829699,11.2239091695053
0.0402671688480497,10.9059559806513
0.0404081137268567,11.2630656924501
0.0470012019466054,11.2897194117028
0.0473613944146677,11.1404114570018
0.0475375755131764,10.9851401688792
0.0487708432027375,11.0508106371447
0.0496909000505052,11.0664195884125
0.0498240146582674,10.8394828676846
0.0506070417627506,11.1703083874253
0.0507949682678266,10.9681810480006
0.0512217180397699,10.8779528484614
0.0515740802367874,11.0617671421902
0.0524236646451517,10.9330712547938
0.0536530171991903,10.9150884642146
0.0538761799239681,10.985207973534
0.0539623129054612,11.0347444922
0.0544086383550167,10.9312838803278
0.055277798440993,10.9112447228602
0.0559277109377141,11.1417168455402
0.0560608255454763,11.2251233853179
0.0568869191407061,10.6666271049161
0.0573802262165305,11.1123732687227
0.0577365035490704,10.985207973534
0.0577482489556376,11.0020831743987
0.0585391063311657,11.0020165043985
0.0595296356183369,11.0974100210086
0.0599798762034148,10.5377866572869
0.0603087475872977,11.0493014426885
0.0621606066894006,10.6918312700797
0.0643295917688191,11.0186127495785
0.0666630125401791,10.8196782794099
0.0673403309855571,11.1461280325029
0.0679784980757109,11.0348896640272
0.0713376843539439,11.0795700119711
0.0723791104029066,10.9556195073217
0.0724495828423101,10.6212053870303
0.072711896922312,11.0347928851508
0.0729859564088811,10.9149975509912
0.0736162932279901,10.6572593549125
0.0736867656673936,11.1533892887505
0.0750727236423289,11.0664821001335
0.0751549414882996,11.1837128136783
0.0759105626441259,11.0792151914218
0.0762276886214416,10.5171585315943
0.0763412275515917,10.9330176800168
0.0765487297342798,9.79807147977948
0.0766231173092057,10.968112078916
0.0768932616602524,10.4625603359284
0.0776097314608545,10.7121930737303
0.0776449676805563,10.8588066713778
0.0778289790501098,10.5450782461817
0.0782948801772773,10.9322137137401
0.0784084191074274,10.7576900920969
0.0785219580375775,10.8588066713778
0.0790309256554916,10.5689551639893
0.0793089002775831,10.8175357718575
0.0793754575814642,10.4041416209806
0.0800801819754991,10.9150702822311
0.0808866998931168,11.0012661604557
0.0816384059134207,9.85119375781499
0.0830400244304457,10.9114454729361
0.0836116342167184,10.7577752129685
0.083909184516422,10.9149248144611
0.0843711705080671,11.0020165043985
0.085075894902102,11.034728360696
0.0858236857868835,10.9330176800168
0.0866889307373375,11.1417313402894
0.0866967610083823,10.4340863914011
0.0870843594251015,11.0017164343799
0.0873349280985361,10.8589028390943
0.0875580908233139,11.0012661604557
0.0877969140901812,11.0493014426885
0.0881375308806314,10.5687495296065
0.0883880995540661,11.0507471380258
0.0893903742478046,10.9507890028031
0.0900520321510929,11.0649337853756
0.0903926489415431,10.9329283823429
