"run","MSE","NLPD","Coverage","Width","Time"
1,0.0601840238769525,0.422932903445491,0.7,0.67542892139954,19.1000000000004
2,0.0895611566632937,0.596606883670197,0.61,0.617685443069131,19.0900000000001
3,0.0354933911788333,-0.309845010642716,0.89,0.668819373819698,19.1399999999994
4,0.0280017316274439,-0.312653462416048,0.95,0.756425920748902,20.7300000000005
5,0.0309164808477995,-0.318717653961583,0.93,0.685797496240353,18.9499999999998
6,0.0253155644097838,-0.371407219523852,0.91,0.684948866723413,21.4700000000003
7,0.0355088847025967,-0.247622028827499,0.91,0.669809443501641,20.25
8,0.0611514440859617,0.0733562928525361,0.87,0.758123833487091,19.4399999999996
9,0.0256273176688508,-0.256675512662438,0.84,0.605320273879092,20.0300000000007
10,0.057321744887801,0.00578491149297126,0.89,0.699250982023825,20.2800000000007
11,0.0415245382877708,-0.186586825665922,0.89,0.578546633171693,20.0199999999995
12,0.0767927965039096,0.38701197922806,0.78,0.625738980387995,20.1700000000001
13,0.0389700186501166,-0.333416452976575,0.93,0.650279630915676,20.2800000000007
14,0.0978504122732256,0.419334858409387,0.86,0.751660296644412,20.3599999999997
15,0.0887692236466055,0.499307289873562,0.79,0.722725142172896,20.4700000000003
16,0.0504771158219595,-0.287454060037316,0.94,0.663979259260013,20
17,0.024283179387874,-0.450902909866133,0.96,0.683914277396808,20.0700000000006
18,0.061036570921991,0.150670930237584,0.79,0.543603323708632,20.25
19,0.0860140030840082,0.45460745308812,0.74,0.646418850763709,20.2399999999998
20,0.10276089923261,0.592789510316914,0.81,0.73739314472116,20.1700000000001
21,0.0522782825876478,-0.0443635689370421,0.87,0.672095196966118,19.9300000000003
22,0.0216172463326548,-0.479805677391662,0.92,0.639818216877023,19.9099999999999
23,0.0638434841032206,1.17061402652577,0.61,0.539298824662227,20.2799999999997
24,0.0541879224472397,0.161935954951074,0.83,0.675693526263019,20.3299999999999
25,0.0731332941952192,0.248415725697243,0.78,0.648053262049661,20.2200000000003
