"run","MSE","NLPD","Coverage","Width","Time"
1,0.0155060942775476,-0.743477245077362,0.91,0.388565342805461,22.0900000000001
2,0.00901524369218621,-1.06835798626048,1,0.423564479907016,21.6800000000003
3,0.00615325525798791,-1.30444811363658,1,0.346094893295819,21.3599999999997
4,0.00429408800744682,-1.28818112046337,1,0.332741293137996,21.21
5,0.0112053874338129,-0.854176911130075,0.87,0.333731283817896,19.6000000000004
6,0.0167699179845551,-0.44600992794871,0.76,0.351498036758523,19.4799999999996
7,0.00404235581189186,-1.27138679646104,1,0.3701528682217,21.1499999999996
8,0.0107992233388517,-1.02505396921616,0.9,0.333483610647064,21.1599999999999
9,0.00304029216953976,-1.28252853255857,1,0.356545230521034,21.25
10,0.00991527325880017,-1.03385202071543,1,0.402380739315211,21.2200000000003
11,0.0103254368295926,-0.64647398178365,0.85,0.352487270971289,21.4400000000005
12,0.00291469141313462,-1.31737199829594,1,0.364695518213138,21.1899999999996
13,0.00621524456352635,-1.15217302553173,1,0.359817361225026,21.1899999999996
14,0.00148735568124666,-1.34921456108561,1,0.388902685838125,21.1900000000005
15,0.00159719655038793,-1.3785867923956,1,0.375106705257407,21.1700000000001
16,0.00168976407909385,-1.42940922650129,1,0.331666200178978,21.1700000000001
17,0.00516446736836341,-1.25330342945155,1,0.370878790668086,21.1600000000008
18,0.0119109633764326,-0.53016377607324,0.78,0.328962313831415,21.1499999999996
19,0.011458346032046,-0.755764174420984,0.99,0.360813623797181,21.1399999999994
20,0.00788829592864919,-0.939490434745937,0.85,0.348169802237689,21.1100000000006
21,0.00804195332320283,-1.0356270299656,0.95,0.348621349905173,21.1599999999999
22,0.0120440828099362,-0.955103491124529,0.9,0.351657848120462,21.1700000000001
23,0.00850099379970069,-0.958891650465581,1,0.348790140413592,21.1700000000001
24,0.0116911106086315,-1.07727205328367,0.91,0.357521038006038,21.1400000000003
25,0.00890102879201425,-0.987536098893973,1,0.373876082530353,19.5499999999993
